ID,名称,属性,LV,Cost,HP,耐弾,耐ビ,耐格,射補,格補,スピ,高速移動,スラ,旋回地上,旋回宇宙,再出撃時間,スロ近,スロ中,スロ遠,"格闘判定力(0,1,2)",盾,装飾,IMG
MSB06401,グフ［Fユニット装備］【TB】,汎用,1,400,15000,17,10,15,10,30,130,190,75,66,-1,13,14,9,5,1,1,0,MSB06401.png
MSB06402,グフ［Fユニット装備］【TB】,汎用,2,450,16500,19,12,17,12,35,130,190,75,66,-1,13,16,10,6,1,1,0,MSB06401.png
MSB06501,高機動型ザク後期型,汎用,1,400,12500,17,17,8,42,2,115,230,75,60,69,13,8,15,9,1,0,1,MSB06501.png
MSB06502,高機動型ザク後期型,汎用,2,450,15500,19,19,10,46,4,120,230,75,60,69,13,10,17,11,1,0,1,MSB06501.png
MSB06503,高機動型ザク後期型,汎用,3,500,17500,21,21,12,50,6,125,230,75,60,69,13,12,20,13,1,0,1,MSB06501.png
MSB06504,高機動型ザク後期型,汎用,4,550,19500,23,23,14,54,8,115,230,75,60,69,13,14,23,15,1,0,1,MSB06501.png
MSB06601,ザクダイバー,汎用,1,400,15500,16,10,19,15,25,130,180,65,69,-1,13,9,10,9,1,0,0,MSB06601.png
MSB06602,ザクダイバー,汎用,2,450,18000,18,12,21,23,35,130,180,65,69,-1,13,10,12,10,1,0,0,MSB06601.png
MSB06701,ジム・カスタム,汎用,1,400,14000,16,16,13,30,14,130,190,60,69,64,13,12,12,4,1,1,0,MSB06701.png
MSB06702,ジム・カスタム,汎用,2,450,15000,18,18,16,33,19,135,190,65,69,64,13,13,14,5,1,1,0,MSB06701.png
MSB06703,ジム・カスタム,汎用,3,500,16000,20,20,20,36,25,130,190,60,69,64,13,14,16,6,1,1,0,MSB06701.png
MSB06704,ジム・カスタム,汎用,4,550,18000,22,22,22,40,30,130,190,60,69,64,13,15,18,7,1,1,0,MSB06701.png
MSB06801,ジム・スナイパーⅡ［WD隊仕様］,汎用,1,400,13000,16,16,10,30,15,125,180,55,69,-1,13,11,6,11,1,2,0,MSB06801.png
MSB06802,ジム・スナイパーⅡ［WD隊仕様］,汎用,2,450,14000,18,18,12,38,17,125,180,55,69,-1,13,12,7,13,1,2,0,MSB06801.png
MSB06803,ジム・スナイパーⅡ［WD隊仕様］,汎用,3,500,15000,20,20,14,41,19,125,180,55,69,-1,13,13,8,15,1,2,0,MSB06801.png
MSB06804,ジム・スナイパーⅡ［WD隊仕様］,汎用,4,550,17000,22,22,16,44,21,125,180,55,69,-1,13,14,9,17,1,2,0,MSB06801.png
MSB06901,ジム・ドミナンス,汎用,1,400,13500,12,12,12,20,25,130,190,60,63,64,13,13,11,11,1,1,0,MSB06901.png
MSB06902,ジム・ドミナンス,汎用,2,450,15500,14,14,14,24,28,130,190,60,63,64,13,14,13,12,1,1,0,MSB06901.png
MSB07001,ジム・ドミナンス［水中用装備］,汎用,1,400,15000,10,10,16,7,38,125,190,65,69,-1,13,15,7,6,1,0,0,MSB07001.png
MSB07101,ジムⅢ,汎用,1,400,14500,15,15,12,25,25,125,195,60,63,58.2,13,7,11,10,1,1,0,MSB07101.png
MSB07102,ジムⅢ,汎用,2,450,16000,17,17,14,28,27,125,195,60,63,58.2,13,8,12,12,1,1,0,MSB07101.png
MSB07103,ジムⅢ,汎用,3,500,17500,19,19,16,31,29,125,195,60,63,58.2,13,9,13,14,1,1,0,MSB07101.png
MSB07104,ジムⅢ,汎用,4,550,19000,21,21,18,34,31,125,195,60,63,58.2,13,10,14,16,1,1,0,MSB07101.png
MSB07201,ジーライン・スタンダードアーマー,汎用,1,400,14000,14,14,17,20,24,125,185,60,60,61.1,13,10,13,5,1,2,0,MSB07201.png
MSB07202,ジーライン・スタンダードアーマー,汎用,2,450,15500,16,16,19,23,26,125,185,60,60,61.1,13,11,15,6,1,2,0,MSB07201.png
MSB07203,ジーライン・スタンダードアーマー,汎用,3,500,17000,18,18,21,26,28,125,185,60,60,61.1,13,13,16,7,1,2,0,MSB07201.png
MSB07204,ジーライン・スタンダードアーマー,汎用,4,550,18500,20,20,24,29,30,125,185,60,60,61.1,13,15,17,8,1,2,0,MSB07201.png
MSB07301,先行量産型ゲルググ,汎用,1,400,15000,14,18,10,20,20,130,185,60,60,61.1,13,12,15,7,2,1,0,MSB07301.png
MSB07302,先行量産型ゲルググ,汎用,2,450,16500,16,20,12,23,25,130,185,60,60,61.1,13,15,17,8,2,1,0,MSB07301.png
MSB07303,先行量産型ゲルググ,汎用,3,500,18000,18,22,14,26,28,130,185,60,60,61.1,13,18,19,10,2,1,0,MSB07301.png
MSB07304,先行量産型ゲルググ,汎用,4,550,19500,20,24,16,29,31,130,185,60,60,61.1,13,21,21,12,2,1,0,MSB07301.png
MSB07305,先行量産型ゲルググ,汎用,5,600,21000,22,26,18,32,34,130,185,60,60,61.1,13,24,23,14,2,1,0,MSB07301.png
MSB07501,ヅダF,汎用,1,400,12500,15,15,12,30,25,120,215,75,57,66,13,9,12,7,1,0,0,MSB07501.png
MSB07502,ヅダF,汎用,2,450,14000,17,17,14,33,27,125,215,75,57,66,13,10,14,8,1,0,0,MSB07501.png
MSB07503,ヅダF,汎用,3,500,15500,19,19,16,36,29,120,215,75,57,66,13,11,16,9,1,0,0,MSB07501.png
MSB07504,ヅダF,汎用,4,550,17000,21,21,18,39,31,120,215,75,57,66,13,12,18,10,1,0,0,MSB07501.png
MSB07401,ディザート・ザク,汎用,1,400,17500,17,10,15,10,30,130,185,60,66,-1,13,12,13,5,1,0,0,MSB07401.png
MSB07402,ディザート・ザク,汎用,2,450,19500,19,12,17,13,34,135,185,65,66,-1,13,13,15,6,1,0,0,MSB07401.png
MSB07601,ネモ,汎用,1,400,13000,22,22,4,30,15,125,190,60,57,64,13,8,13,7,1,1,0,MSB07601.png
MSB07602,ネモ,汎用,2,450,15000,24,24,6,40,17,130,190,60,57,64,13,9,15,8,1,1,0,MSB07601.png
MSB07603,ネモ,汎用,3,500,16000,26,26,8,43,19,125,190,60,57,64,13,10,17,9,1,1,0,MSB07601.png
MSB07604,ネモ,汎用,4,550,18000,28,28,10,46,21,125,190,60,57,64,13,11,19,10,1,1,0,MSB07601.png
MSB07701,ハイザック,汎用,1,400,15000,20,16,18,12,28,130,190,60,57,64,13,11,12,5,1,1,0,MSB07701.png
MSB07702,ハイザック,汎用,2,450,16500,22,18,20,14,31,130,190,60,57,64,13,12,14,6,1,1,0,MSB07701.png
MSB07703,ハイザック,汎用,3,500,18000,24,20,22,16,34,130,190,60,57,64,13,13,16,7,1,1,0,MSB07701.png
MSB07801,ブルーディスティニー3号機,汎用,1,400,14500,16,16,10,30,20,130,200,50,60,66.9,13,11,13,4,2,1,0,MSB07801.png
MSB07802,ブルーディスティニー3号機,汎用,2,450,16000,18,18,12,33,25,130,200,50,60,66.9,13,12,15,5,2,1,0,MSB07801.png
MSB07803,ブルーディスティニー3号機,汎用,3,500,17000,20,20,16,36,30,130,200,50,60,66.9,13,13,17,6,2,1,0,MSB07801.png
MSB07804,ブルーディスティニー3号機,汎用,4,550,18000,22,22,20,39,35,130,200,50,60,66.9,13,14,19,7,2,1,0,MSB07801.png
MSB07901,ペイルライダー［空間戦仕様］,汎用,1,400,12000,15,15,12,25,15,130,210,60,-1,66.9,13,11,11,6,1,1,0,MSB07901.png
MSB07902,ペイルライダー［空間戦仕様］,汎用,2,450,13000,17,17,14,28,17,130,210,60,-1,66.9,13,12,13,7,1,1,0,MSB07901.png
MSB07903,ペイルライダー［空間戦仕様］,汎用,3,500,15000,19,19,16,31,19,130,210,60,-1,66.9,13,13,15,8,1,1,0,MSB07901.png
MSB07904,ペイルライダー［空間戦仕様］,汎用,4,550,17000,21,21,18,34,21,130,210,60,-1,66.9,13,14,17,9,1,1,0,MSB07901.png
MSB08001,ペイルライダー［陸戦重装備仕様］,汎用,1,400,13000,13,13,16,15,25,120,205,60,66,-1,13,11,12,5,1,2,0,MSB08001.png
MSB08002,ペイルライダー［陸戦重装備仕様］,汎用,2,450,14500,14,14,20,17,28,125,205,65,66,-1,13,13,13,6,1,2,0,MSB08001.png
MSB08003,ペイルライダー［陸戦重装備仕様］,汎用,3,500,16500,15,15,24,19,31,120,205,60,66,-1,13,14,14,8,1,2,0,MSB08001.png
MSB08004,ペイルライダー［陸戦重装備仕様］,汎用,4,550,18000,16,16,28,21,34,120,205,60,66,-1,13,15,15,10,1,2,0,MSB08001.png
MSB08101,ペズン・ドワッジ,汎用,1,400,15000,14,19,9,27,13,145,210,55,57,66,13,11,10,7,1,0,0,MSB08101.png
MSB08102,ペズン・ドワッジ,汎用,2,450,16500,17,22,11,29,14,145,210,55,57,66,13,12,12,8,1,0,0,MSB08101.png
MSB08103,ペズン・ドワッジ,汎用,3,500,18000,20,25,13,31,20,145,210,55,57,66,13,13,14,9,1,0,0,MSB08101.png
MSB08104,ペズン・ドワッジ,汎用,4,550,19500,23,28,15,33,25,145,210,55,57,66,13,14,16,10,1,0,0,MSB08101.png
MSB08105,ペズン・ドワッジ,汎用,5,600,21000,26,31,17,35,30,145,210,55,57,66,13,15,18,11,1,0,0,MSB08101.png
MSB08201,陸戦型ゲルググ（VD）,汎用,1,400,15000,15,15,12,13,27,130,185,55,66,-1,13,10,9,9,1,1,0,MSB08201.png
MSB08202,陸戦型ゲルググ（VD）,汎用,2,450,16500,17,17,14,15,30,130,185,55,66,-1,13,11,10,11,1,1,0,MSB08201.png
MSB08203,陸戦型ゲルググ（VD）,汎用,3,500,18000,19,19,16,17,33,130,185,55,66,-1,13,12,11,13,1,1,0,MSB08201.png
MSB08204,陸戦型ゲルググ（VD）,汎用,4,550,19500,21,21,18,19,36,130,185,55,66,-1,13,13,12,15,1,1,0,MSB08201.png
MSB08301,リック・ドム［シュトゥッツァー］,汎用,1,400,17500,20,24,8,32,8,140,195,70,57,66,13,6,13,9,1,0,0,MSB08301.png
MSB08302,リック・ドム［シュトゥッツァー］,汎用,2,450,19000,22,26,10,35,10,140,195,70,57,66,13,7,15,10,1,0,0,MSB08301.png
MSB08401,アレックス,汎用,1,450,13000,17,17,15,25,19,135,190,60,72,72.8,13,15,13,8,1,1,0,MSB08401.png
MSB08402,アレックス,汎用,2,500,14000,19,19,17,28,21,135,190,60,72,72.8,13,16,15,9,1,1,0,MSB08401.png
MSB08403,アレックス,汎用,3,550,15000,21,21,19,31,23,135,190,60,72,72.8,13,17,17,10,1,1,0,MSB08401.png
MSB08404,アレックス,汎用,4,600,16000,23,23,21,34,25,135,190,60,72,72.8,13,19,19,11,1,1,0,MSB08401.png
MSB08501,イフリート・イェーガー,汎用,1,450,14000,17,15,16,25,20,130,190,75,63,-1,13,17,10,5,1,0,0,MSB08501.png
MSB08502,イフリート・イェーガー,汎用,2,500,15000,20,16,18,28,22,130,190,75,63,-1,13,19,11,6,1,0,0,MSB08501.png
MSB08601,エンゲージゼロ,汎用,1,450,16000,16,17,15,21,24,130,200,70,66,72.8,13,12,12,8,1,1,0,MSB08601.png
MSB08701,ガザD,汎用,1,450,18000,18,18,12,30,15,130,185,200,60,63,13,9,13,10,1,0,0,MSB08701.png
MSB08702,ガザD,汎用,2,500,19500,20,20,14,34,18,130,200,75,60,63,13,10,15,11,1,0,0,MSB08701.png
MSB08801,ガ・ゾウム,汎用,1,450,17000,10,12,20,20,32,135,180,205,63,66,13,10,11,11,1,0,0,MSB08801.png
MSB08802,ガ・ゾウム,汎用,2,500,18500,12,14,21,24,35,135,205,70,63,66,13,11,12,13,1,0,0,MSB08801.png
MSB08901,ガルバルディβ,汎用,1,450,14500,15,15,18,10,35,135,215,60,66,72.8,13,12,14,6,2,1,0,MSB08901.png
MSB08902,ガルバルディβ,汎用,2,500,15500,17,17,20,12,38,135,215,60,66,72.8,13,14,15,7,2,1,0,MSB08901.png
MSB08903,ガルバルディβ,汎用,3,550,16500,19,19,22,14,41,135,215,60,66,72.8,13,15,17,8,2,1,0,MSB08901.png
MSB09001,ガンダム4号機,汎用,1,450,13500,19,20,9,35,10,130,185,55,51,55.3,13,11,13,12,1,1,0,MSB09001.png
MSB09002,ガンダム4号機,汎用,2,500,15000,21,23,10,38,12,130,185,55,51,55.3,13,12,15,15,1,1,0,MSB09001.png
MSB09003,ガンダム4号機,汎用,3,550,16500,23,26,11,41,14,130,185,55,51,55.3,13,13,17,18,1,1,0,MSB09001.png
MSB09004,ガンダム4号機,汎用,4,600,18000,25,29,12,44,16,130,185,55,51,55.3,13,14,19,21,1,1,0,MSB09001.png
MSB09101,ゲルググ［シュトゥッツァー］,汎用,1,450,18000,14,18,26,14,31,120,215,75,63,69.8,13,12,13,7,2,1,0,MSB09101.png
MSB09102,ゲルググ［シュトゥッツァー］,汎用,2,500,19500,16,20,28,17,35,120,215,65,63,69.8,13,14,14,8,2,1,0,MSB09101.png
MSB09301,ケンプファー,汎用,1,450,13000,6,6,21,30,30,130,205,75,66,69,13,17,11,8,1,0,0,MSB09301.png
MSB09302,ケンプファー,汎用,2,500,14500,7,7,24,33,33,130,205,75,66,69,13,19,12,9,1,0,0,MSB09301.png
MSB09303,ケンプファー,汎用,3,550,15500,8,8,27,36,36,130,205,75,66,69,13,21,13,10,1,0,0,MSB09301.png
MSB09304,ケンプファー,汎用,4,600,16750,9,9,30,39,39,130,205,75,66,69,13,23,14,11,1,0,0,MSB09301.png
MSB09401,高機動型ゲルググ,汎用,1,450,16000,15,20,13,20,35,135,225,70,69,75.7,13,13,12,7,1,1,1,MSB09401.png
MSB09402,高機動型ゲルググ,汎用,2,500,18000,17,23,14,22,40,135,225,70,69,75.7,13,15,13,8,1,1,1,MSB09401.png
MSB09403,高機動型ゲルググ,汎用,3,550,20000,19,26,15,24,45,135,225,70,69,75.7,13,16,15,9,1,1,1,MSB09401.png
MSB09404,高機動型ゲルググ,汎用,4,600,22000,21,29,16,26,50,135,225,70,69,75.7,13,17,17,10,1,1,1,MSB09401.png
MSB09405,高機動型ゲルググ,汎用,5,650,24000,23,32,18,28,55,135,225,70,69,75.7,13,18,19,11,1,1,1,MSB09401.png
MSB09501,高機動型ゲルググ（UL）,汎用,1,450,15000,19,19,15,18,30,130,225,75,63,69.8,13,12,13,7,1,1,0,MSB09501.png
MSB09502,高機動型ゲルググ（UL）,汎用,2,500,17000,21,21,17,20,33,135,225,80,63,69.8,13,13,15,8,1,1,0,MSB09501.png
MSB09503,高機動型ゲルググ（UL）,汎用,3,550,18500,23,23,19,22,36,130,225,75,63,69.8,13,14,17,9,1,1,0,MSB09501.png
MSB09504,高機動型ゲルググ（UL）,汎用,4,600,20500,25,25,21,30,43,130,225,75,63,69.8,13,15,19,10,1,1,0,MSB09501.png
MSB09601,高機動型ゲルググ（VG）,汎用,1,450,15000,10,30,13,25,15,135,225,75,66,72.8,13,11,12,9,1,1,0,MSB09601.png
MSB09602,高機動型ゲルググ（VG）,汎用,2,500,16500,12,32,15,33,17,135,225,75,66,72.8,13,12,14,10,1,1,0,MSB09601.png
MSB09701,ザク・マシーナリー,汎用,1,450,17000,15,15,18,22,23,130,200,65,72,81,13,14,10,8,1,0,0,MSB09701.png
MSB09702,ザク・マシーナリー,汎用,2,500,18500,17,17,20,26,26,130,200,65,72,81,13,16,11,9,1,0,0,MSB09701.png
MSB09801,ジェダ,汎用,1,450,15000,17,17,20,20,15,130,210,70,63,69.8,13,6,17,9,1,1,0,MSB09801.png
MSB09802,ジェダ,汎用,2,500,16500,19,19,22,25,17,130,210,70,63,69.8,13,7,19,10,1,1,0,MSB09801.png
MSB09901,ジム・スパルタン（RG）,汎用,1,450,15000,16,14,18,9,36,125,190,60,66,-1,13,19,8,5,1,0,0,MSB09901.png
MSB09902,ジム・スパルタン（RG）,汎用,2,500,16500,18,16,20,11,39,125,190,60,66,-1,13,21,9,6,1,0,0,MSB09901.png
MSB10001,ジムⅢパワード,汎用,1,450,16000,20,20,20,20,25,125,210,65,66,72.8,13,8,13,11,1,1,0,MSB10001.png
MSB10002,ジムⅢパワード,汎用,2,500,17500,22,22,22,22,30,125,210,65,66,72.8,13,10,14,12,1,1,0,MSB10001.png
MSB10101,ドワス改,汎用,1,450,19000,21,13,21,23,23,125,205,70,63,72,13,8,15,9,1,0,0,MSB10101.png
MSB10102,ドワス改,汎用,2,500,21000,23,15,23,25,30,125,205,70,63,72,13,9,17,10,1,0,0,MSB10101.png
MSB10201,ドワッジ改,汎用,1,450,20000,20,20,25,15,15,130,210,65,63,-1,13,10,12,10,1,0,0,MSB10201.png
MSB10202,ドワッジ改,汎用,2,500,21500,22,22,27,17,18,130,210,65,63,-1,13,11,14,11,1,0,0,MSB10201.png
MSB10203,ドワッジ改,汎用,3,550,23000,24,24,29,19,21,130,210,65,63,-1,13,12,16,12,1,0,0,MSB10201.png
MSB10204,ドワッジ改,汎用,4,600,25000,26,26,31,21,24,130,210,65,63,-1,13,13,18,13,1,0,0,MSB10201.png
MSB10301,ネロ,汎用,1,450,18000,14,14,20,22,33,130,205,70,66,75,13,16,13,5,1,0,0,MSB10301.png
MSB10302,ネロ,汎用,2,500,20000,16,16,22,24,36,130,205,70,66,75,13,18,14,7,1,0,0,MSB10301.png
MSB10401,バーザム,汎用,1,450,18000,23,23,10,40,5,130,200,65,60,69,13,11,16,9,1,0,0,MSB10401.png
MSB10402,バーザム,汎用,2,500,20000,26,26,12,43,7,130,200,65,60,69,13,13,18,10,1,0,0,MSB10401.png
MSB10403,バーザム,汎用,3,550,22000,30,30,14,46,9,130,200,65,60,69,13,15,20,11,1,0,0,MSB10401.png
MSB10404,バーザム,汎用,4,600,24000,34,34,16,49,11,130,200,65,60,69,13,17,22,12,1,0,0,MSB10401.png
MSB10501,フルアーマーガンダム陸戦タイプ,汎用,1,450,16500,18,18,12,37,8,120,190,60,63,-1,13,10,14,8,1,0,0,MSB10501.png
MSB10502,フルアーマーガンダム陸戦タイプ,汎用,2,500,17500,20,20,14,45,10,120,190,60,63,-1,13,11,16,9,1,0,0,MSB10501.png
MSB10601,ペイルライダー（VG）,汎用,1,450,16000,13,18,17,22,23,130,200,65,69,72,13,11,12,9,1,0,0,MSB10601.png
MSB10602,ペイルライダー（VG）,汎用,2,500,18000,14,20,20,26,26,130,200,65,69,72,13,12,14,10,1,0,0,MSB10601.png
MSB10701,マラサイ,汎用,1,450,18000,20,22,18,30,25,130,200,65,63,72,13,10,17,5,1,0,0,MSB10701.png
MSB10702,マラサイ,汎用,2,500,20000,22,24,20,33,30,130,200,65,63,72,13,12,18,6,1,0,0,MSB10701.png
MSB10801,ガザG,汎用,1,500,20000,16,18,20,18,32,135,180,205,66,69,14,16,13,7,1,0,0,MSB10801.png
MSB10802,ガザG,汎用,2,550,21500,18,20,22,21,36,135,205,75,66,69,14,18,14,8,1,0,0,MSB10801.png
MSB10901,ガズアル,汎用,1,500,16500,22,22,10,30,20,135,210,65,72,81,14,10,15,11,1,0,0,MSB10901.png
MSB10902,ガズアル,汎用,2,550,18000,24,24,12,33,22,140,210,70,72,81,14,11,17,12,1,0,0,MSB10901.png
MSB10903,ガズアル,汎用,3,600,19500,26,26,14,35,25,135,210,65,72,81,14,13,18,13,1,0,0,MSB10901.png
MSB10904,ガズアル,汎用,4,650,21500,28,28,16,38,28,135,210,65,72,81,14,15,19,14,1,0,0,MSB10901.png
MSB11001,カプール,汎用,1,500,19500,25,14,25,25,25,125,205,65,69,-1,14,20,10,6,2,0,0,MSB11001.png
MSB11002,カプール,汎用,2,550,21000,28,15,27,28,27,125,205,65,69,-1,14,22,13,7,2,0,0,MSB11001.png
MSB11003,カプール,汎用,3,600,23000,30,16,30,31,31,125,205,65,69,-1,14,25,15,8,2,0,0,MSB11001.png
MSB11004,カプール,汎用,4,650,25000,32,17,33,34,35,125,205,65,69,-1,14,28,17,9,2,0,0,MSB11001.png
MSB11101,ガルスJ,汎用,1,500,19000,20,20,24,15,35,125,205,65,75,72,14,16,12,8,1,0,0,MSB11101.png
MSB11102,ガルスJ,汎用,2,550,20500,22,22,26,17,38,130,210,70,75,72,14,18,13,9,1,0,0,MSB11101.png
MSB11103,ガルスJ,汎用,3,600,22000,24,24,28,19,41,125,205,65,75,72,14,20,14,10,1,0,0,MSB11101.png
MSB11104,ガルスJ,汎用,4,650,24250,26,26,31,27,50,125,205,65,75,72,14,22,15,11,1,0,0,MSB11101.png
MSB11201,ガルバルディβ（FS）,汎用,1,500,15500,20,20,14,30,20,130,210,65,69,75.7,14,10,12,13,1,1,0,MSB11201.png
MSB11202,ガルバルディβ（FS）,汎用,2,550,17000,22,22,16,34,23,130,210,65,69,75.7,14,11,13,15,1,1,0,MSB11201.png
MSB11301,ガンダム4号機Bst,汎用,1,500,15000,19,19,16,25,25,130,200,70,60,69,14,16,15,10,1,0,0,MSB11301.png
MSB11302,ガンダム4号機Bst,汎用,2,550,16500,21,21,18,28,27,135,205,75,60,69,14,18,17,12,1,0,0,MSB11301.png
MSB11303,ガンダム4号機Bst,汎用,3,600,18000,23,23,20,31,29,130,200,70,60,69,14,20,19,14,1,0,0,MSB11301.png
MSB11304,ガンダム4号機Bst,汎用,4,650,20000,25,25,22,40,31,130,200,70,60,69,14,22,21,16,1,0,0,MSB11301.png
MSB11401,ガンダム7号機,汎用,1,500,15000,17,19,18,15,35,135,210,65,60,66.9,14,14,13,9,1,1,0,MSB11401.png
MSB11501,ガンダムMk-Ⅱ,汎用,1,500,15000,16,16,22,25,35,130,210,65,69,75.7,14,15,15,6,2,1,0,MSB11501.png
MSB11502,ガンダムMk-Ⅱ,汎用,2,550,16500,18,18,24,27,42,135,215,70,69,75.7,14,16,17,7,2,1,0,MSB11501.png
MSB11503,ガンダムMk-Ⅱ,汎用,3,600,18000,19,19,25,29,49,130,210,65,69,75.7,14,17,19,8,2,1,0,MSB11501.png
MSB11504,ガンダムMk-Ⅱ,汎用,4,650,19500,22,22,28,31,56,130,210,65,69,75.7,14,18,21,9,2,1,0,MSB11501.png
MSB11601,ギャプランTR-5,汎用,1,500,17000,18,21,25,20,25,130,185,200,60,59.5,14,11,12,13,1,0,0,MSB11601.png
MSB11602,ギャプランTR-5,汎用,2,550,18500,20,23,27,24,28,130,200,55,60,59.5,14,12,13,15,1,0,0,MSB11601.png
MSB11701,ギラ・ドーガ,汎用,1,500,19000,20,23,23,5,35,135,210,70,69,78,14,16,13,7,1,0,1,MSB11701.png
MSB11702,ギラ・ドーガ,汎用,2,550,20500,22,25,25,7,40,135,210,70,69,78,14,18,15,7,1,0,1,MSB11701.png
MSB11703,ギラ・ドーガ,汎用,3,600,22000,24,27,27,9,45,135,210,70,69,78,14,19,17,8,1,0,1,MSB11701.png
MSB11704,ギラ・ドーガ,汎用,4,650,23500,29,29,29,11,50,135,210,70,69,78,14,20,19,9,1,0,1,MSB11701.png
MSB11801,高機動型ケンプファー,汎用,1,500,17500,13,21,20,18,32,130,220,85,66,75,14,19,10,7,2,0,0,MSB11801.png
MSB11802,高機動型ケンプファー,汎用,2,550,19000,15,23,22,21,36,130,220,85,66,75,14,21,11,8,2,0,0,MSB11801.png
MSB11901,サイコ・ザク【TB】,汎用,1,500,13000,24,24,6,50,0,145,225,80,-1,78,14,4,15,17,1,0,0,MSB11901.png
MSB11902,サイコ・ザク【TB】,汎用,2,550,14500,26,26,8,55,0,145,225,80,-1,78,14,5,16,19,1,0,0,MSB11901.png
MSB11903,サイコ・ザク【TB】,汎用,3,600,16000,28,28,10,60,0,145,225,80,-1,78,14,6,17,21,1,0,0,MSB11901.png
MSB12001,ジェガン,汎用,1,500,16000,18,18,18,30,30,130,215,65,66,72.8,14,11,14,11,1,1,0,MSB12001.png
MSB12002,ジェガン,汎用,2,550,17500,20,20,20,34,34,135,215,65,66,72.8,14,12,16,12,1,1,0,MSB12001.png
MSB12003,ジェガン,汎用,3,600,19000,22,22,22,38,38,130,215,65,66,72.8,14,13,18,13,1,1,0,MSB12001.png
MSB12004,ジェガン,汎用,4,650,20500,24,24,24,42,42,130,215,65,66,72.8,14,14,20,14,1,1,0,MSB12001.png
MSB12101,ジェガンD型,汎用,1,500,16500,17,21,16,18,45,125,220,65,66,72.8,14,13,14,9,1,1,0,MSB12101.png
MSB12102,ジェガンD型,汎用,2,550,18500,19,23,18,21,55,130,220,65,66,72.8,14,14,16,10,1,1,0,MSB12101.png
MSB12201,ズサ［袖付き仕様］,汎用,1,500,17500,14,18,16,32,28,135,205,65,63,72,14,11,17,8,1,1,0,MSB12201.png
MSB12202,ズサ［袖付き仕様］,汎用,2,550,19000,16,20,18,36,31,135,205,65,63,72,14,12,19,9,1,1,0,MSB12201.png
MSB12301,ドルメル・ドゥーエ,汎用,1,500,19000,17,18,19,40,10,130,200,70,72,81,14,14,13,9,1,0,0,MSB12301.png
MSB12401,バイアラン,汎用,1,500,16000,14,14,20,30,25,145,215,65,78,75,14,20,5,11,1,0,0,MSB12401.png
MSB12402,バイアラン,汎用,2,550,18000,15,15,24,33,27,145,215,65,78,75,14,22,5,13,1,0,0,MSB12401.png
MSB12501,バーザム改,汎用,1,500,16000,21,21,18,25,25,125,210,65,63,72,14,11,14,11,1,1,0,MSB12501.png
MSB12502,バーザム改,汎用,2,550,17500,24,25,21,28,29,125,210,65,63,72,14,13,15,12,1,1,0,MSB12501.png
MSB12601,ヘイズル改,汎用,1,500,17000,22,22,20,20,25,125,205,55,63,69.8,14,15,6,15,1,1,0,MSB12601.png
MSB12602,ヘイズル改,汎用,2,550,18500,24,24,22,23,28,125,205,55,63,69.8,14,17,7,16,1,1,0,MSB12601.png
MSB12701,メタス［重装備仕様］,汎用,1,500,16500,23,23,8,40,5,140,190,195,54,57,14,7,12,17,1,0,0,MSB12701.png
MSB12702,メタス［重装備仕様］,汎用,2,550,17500,25,25,10,43,7,140,195,75,54,57,14,8,13,19,1,0,0,MSB12701.png
MSB12703,メタス［重装備仕様］,汎用,3,600,18500,27,27,12,46,9,140,195,75,54,57,14,9,14,21,1,0,0,MSB12701.png
MSB12801,リゲルグ,汎用,1,500,16000,18,18,18,30,20,130,220,75,72,81,14,12,12,12,1,0,0,MSB12801.png
MSB12802,リゲルグ,汎用,2,550,17000,22,19,19,33,22,130,220,75,72,81,14,14,14,12,1,0,0,MSB12801.png
MSB12803,リゲルグ,汎用,3,600,18000,23,23,20,36,24,130,220,75,72,81,14,16,16,12,1,0,0,MSB12801.png
MSB12804,リゲルグ,汎用,4,650,19000,24,27,21,39,26,130,220,75,72,81,14,18,18,12,1,0,0,MSB12801.png
MSB12901,リック・ディアス,汎用,1,500,18500,22,22,14,39,13,145,205,65,57,66,14,10,12,14,1,0,0,MSB12901.png
MSB12902,リック・ディアス,汎用,2,550,19500,24,24,16,43,15,145,205,65,57,66,14,11,14,15,1,0,0,MSB12901.png
MSB12903,リック・ディアス,汎用,3,600,20500,26,26,18,47,17,145,205,65,57,66,14,12,16,16,1,0,0,MSB12901.png
MSB12904,リック・ディアス,汎用,4,650,24500,28,28,20,51,19,145,205,65,57,66,14,13,18,17,1,0,0,MSB12901.png
MSB13001,FA・ストライカー・カスタム,汎用,1,500,18500,26,20,24,26,10,125,195,55,57,66,14,15,12,9,1,0,0,MSB13001.png
MSB13002,FA・ストライカー・カスタム,汎用,2,550,20000,28,22,26,29,14,125,195,50,57,66,14,17,13,10,1,0,0,MSB13001.png
MSB13101,アッシマー,汎用,1,550,20500,30,15,15,45,10,140,180,205,66,-1,14,13,20,7,1,0,0,MSB13101.png
MSB13102,アッシマー,汎用,2,600,22000,34,16,16,48,17,140,205,80,66,-1,14,14,22,8,1,0,0,MSB13101.png
MSB13103,アッシマー,汎用,3,650,23500,38,17,25,51,30,140,205,80,66,-1,14,17,25,11,1,0,0,MSB13101.png
MSB13104,アッシマー,汎用,4,700,25000,42,18,34,54,43,140,205,80,66,-1,14,19,27,13,1,0,0,MSB13101.png
